Symbol	Description
O9P	Ishares Usd Asia Hy Bond Etf
O9Q	Ishares Asia Lc 1-3y Bond Etf
OJ4	Contel Corporation Limited
OL9S	Nz10100f 300901
OM0S	Nx11100x 210601
OM1S	N511100w 160401
OM2S	N710100z 170401
OM3S	Nx04100f 140701
OM5S	Ny03100a 180901
OM7S	Ny01100f 160901
ON7	Weiye Holdings Limited
OU8	Centurion Corporation Limited
OV8	Sheng Siong Group Ltd
P01	Poh Tiong Choon Logistics Ltd
P05	People's Food Holdings Limited
P07	Pne Industries Ltd
P11	Pacific Andes Resources Devltd
P12	Powermatic Data Systems Ltd
P13	Penguin International Limited
P15	Pacific Century Regional Devts
P19	Pci Ltd
P22	Pertama Holdings Limited
P29	Popular Holdings Limited
P2P	Lyxor Etf Thai Set 10
P2Q	Lyxor Etf Indonesia 10
P30	United Fiber System Limited
P31	Pharmesis International Ltd.
P34	Petra Foods Limited
P36	Pan Hong Property Group Ltd
P40U	Starhill Global Reit
P47	Pacific Healthcare Hldgs Ltd
P52	Pan-united Corporation Ltd
P58	Lyxor China H 10
P5P	Cimb S&p Asia Pacific Dividend
P60	Lyxor Asia 10
P74	China Kangda Food Company Ltd
P7VU	Hutchison Port Hldgs Trust S$
P82	Plastoform Holdings Limited
P8A	Cordlife Group Limited
P8Z	Bumitama Agri Ltd.
P9D	Civmec Limited
P9GZ	Genting Sps$500m5.125% Perpsec
P9J	Global Premium Hotels Limited
P9KW	Psl Holdings W170422
PA3	Ta Corporation Ltd
PG7W	Eu Yan Sang Intl W161128
PH0	Vgo Corporation Limited
PH1S	Na12100n 420202
PH2S	N212100h 140201
PU6D	Hsbc Adr 10
PW3Z	Capitamallastrs$400m3.8%220112
PX3W	R H Energy Ltd W170108
Q01	Qaf Ltd
Q0F	Ihh Healthcare Berhad
Q0W	Jb Foods Limited
Q0X	Ultro Technologies Limited
Q1P	Ascendas Hospitality Trust
Q3JW	Second Chance Prop W170724
Q5T	Far East Hospitality Trust
Q7Q	Surface Mount Tech (hldgs) Ltd
Q7W	Lantrovision (s) Ltd
Q7YW	Capitaland Mb Ecw131202
Q7ZW	Dbs Mb Ecw131202
QC7	Q & M Dental Group (s) Limited
QF6	Swee Hong Limited
QG1	Metech International Limited
QK9	Is Msci India 100 S$
QL0	Ishares Asia Lc1-3ybond Etf S$
QL1	Ishares Asialoc Curbond Etf S$
QL2	Ishares Usd Asia Bond Etf S$
QL3	Ishares Usd Asia Hy Bond Etfs$
QN7W	Baker Technology Ltd W150605
QR9	Cimb S&p Asia Pac Dividend S$
QS0	Cimb Ft Asean 40 100 S$
QS9	Radiance Group Limited
QX4W	Metech International W150627
R01	Raffles Medical Group Ltd
R07	Rotary Engineering Limited
R14	Ramba Energy Limited
R1KS	N213100s 150201
R1LS	N513100t 180401
R1MS	Nx13100h 230701
R1NS	Nz13100v 330901
R4HW	Ihhhealthcareberhadbpepw140103
R5EW	Genting Sin Mb Ecw130910
R5GW	Yanlord Mb Ecw130910
R5HW	Wilmar Mb Ecw130910
R5OW	Wilmar Mb Epw130903
R5TW	Capitaland Mb Epw130903
R5UW	Liongold Corp Ltd W151217
R5VW	Hai Leck Holdings W180105
R6AW	Cosco Corp Mb Ecw130910
R6HW	Capitaland Rb Ecw130916
R6KW	Dbs Rb Ecw131216
R9IW	Olam International W180129
R9JZ	Olam Us$750m 6.75%b180129
R9VW	Uob Bp Epw131002
RC5	Triyards Holdings Limited
RE2	Courts Asia Limited
RE4	Geo Energy Resources Limited
RF1U	Religare Health Trust
RF7	Gaylin Holdings Limited
RK0W	Kepcorp Mb Ecw131202
RK1W	Genting Sin Mb Ecw131202
RL1W	Singtel Mb Ecw131202
RO7W	Ftsechinaa50 9800 Mbecw130829
RO8W	Ftsechinaa50 9200 Mbepw130829
RP0W	Capitaland Mb Ecw140602
RP1W	Dbs Mb Ecw140602
RP2W	Genting Sin Mb Ecw140602
RP3W	Kepcorp Mb Ecw140602
RP4W	Wilmar Mb Ecw140602
RQ1	Overseas Education Limited
RQ2W	Sti 3550 Mb Ecw131231
RQ4W	Sti 2950 Mb Epw131231
RQ5W	Hsi 25600 Mb Ecw131230
RQ6W	Hsi 21600 Mb Epw131230
RQ8W	Noble Group Mb Ecw130902
RS1	China Environmental Res Gp Ltd
RW0U	Mapletree Greater Chinacomm Tr
RW1W	Capitamallsasiambecw131101
RW2W	Globallogisticpropmbecw131101
RW9W	Hsbc Ub Ecw130916
RX2W	Sembcorp Marine Mb Ecw131101
RX3W	Singapore Exchangembecw131101
RX5W	Mapletree Gcc Mb Ecw131202
RX7W	China Minzhong Mb Ecw131001
RX8W	Indofood Agri Mb Ecw131202
RY2W	Dbs Mb Ecw130910
RY3W	Ezra Mb Ecw131101
RY4W	Genting Sin Mb Ecw131101
RY5W	Singapore Press Mbecw130902
RY6W	Biosensors Mb Ecw131202
RY7W	Ezion Mb Ecw131001
RY8W	Nol Mb Ecw131202
RY9W	Olam Mb Ecw131202
S05	Sim Lian Group Limited
S07	Shangri-la Asia Limited
S08	Singapore Post Limited
S10	Super Group Ltd.
S13	Sp Corporation Limited
S19	Singapore Shipping Corp Ltd
S1GW	Genting Sin Mb Epw131202
S1HW	Sembcorp Marine Mb Ecw131105
S1IW	Sti 3250 Mb Ecw130830
S1JW	Sti 3100 Mb Epw130830
S1OW	Capitaland Bp Epw131002
S1TW	Kepcorp Mb Epw130902
S1UW	Noble Group Mb Epw131202
S1VW	Uob Mb Epw130902
S1ZW	Olam Bp Ecw131002
S20	Straits Trading Co. Ltd
S21	Genting Hong Kong Limited
S23	Singapura Finance Ltd
S24	Stats Chippac Ltd
S27	Spdr S&p 500 Etf Trust
S29	Stamford Tyres Corporationltd
S2D	Tosei Corporation
S2HW	Biosensors Bp Ecw140103
S2IW	Ezion Bp Ecw131002
S2JW	Stxosv Bp Ecw140103
S2NW	Sembcorp Marine Bp Ecw140103
S2OW	Sembcorp Marine Bp Epw131002
S2PW	Ocbc Bk Bp Epw131002
S2RW	Cosco Corp Bp Ecw140103
S2TW	Yangzijiang Bp Ecw140103
S2UW	Yanlord Bp Ecw131002
S2VW	Kepcorp Bp Epw131002
S2W	Haw Par Corp Ltd 1
S2XW	Ezion Mb Ecw131101
S2ZW	Singtel Mb Epw131101
S30	Singapore Land Limited
S35	Sing Investments & Finance Ltd
S38	Sunray Holdings Limited
S3N	Okh Global Ltd.
S3OW	Ocbc Bk Mb Epw131101
S3PW	Ftsechinaa50 7800 Mbecw131030
S3QW	Ftsechinaa50 7200 Mbepw131030
S3RW	Globallogisticpropmbecw140109
S3SW	Hutchwhampoa Ub Ecw130927
S3TB	Tiger Airways S$219.67m2%perpc
S3VW	Singapore Press Mbecw131202
S41	Hong Leong Finance Limited
S44	Engro Corporation Limited
S45U	Singapore Index Fund
S46	San Teh Limited
S47	Superior Multi-packaging Ltd
S48	Superbowl Holdings Limited
S49	Singapore Reinsurance Cor Ltd
S51	Sembcorp Marine Ltd
S53	Smrt Corporation Ltd
S56	Samudera Shipping Line Ltd
S58	Sats Ltd.
S59	Sia Engineering Co Ltd
S5GW	Kepcorp Mb Ecw130902
S5HW	Kepcorp Mb Epw130903
S5IW	Wilmar Mb Ecw131202
S5JW	Wilmar Mb Epw131202
S5LW	Vard Holdings Mbecw131202
S5MW	Kepcorp Mb Ecw131001
S5PW	Hsi 22000 Bp Ecw130829
S5QW	Hsi 21400 Bp Epw130829
S5RW	Hscei 10400 Bp Ecw130927
S5SW	Hscei 10000 Bp Epw130927
S5TW	Uob Mb Epw130903
S5UW	Dbs Mb Epw130902
S5VW	Sembcorp Marine Mb Epw131001
S5WW	Sembcorp Marine Mb Epw131202
S5ZW	Capitamallsasiambepw131101
S61	Sbs Transit Ltd
S63	Singapore Tech Engineering Ltd
S68	Singapore Exchange Limited
S69	Serial System Ltd
S6AW	Capitamallsasiambepw131202
S6DW	Genting Sin Mb Epw131203
S6EW	Ocbc Bk Mb Ecw131101
S6HW	Singapore Press Mbepw131101
S6IW	Globallogisticpropmbepw131202
S6JW	Singtel Mb Ecw140102
S6KW	Sti 3250 Mb Epw131031
S6LW	Sti 3400 Mb Ecw131031
S6NU	Croesus Retail Trust
S6OW	Dbs Mb Ecw131001
S6PW	Dbs Mb Epw130909
S6QW	Singtel Mb Epw131202
S6RW	Dbs Mb Ecw131002
S6SW	Ocbc Bk Mb Epw131104
S6YW	Ezra Bp Ecw140402
S6ZW	Dbs Bp Epw131002
S71	Sunright Ltd
S73	Stratech Systems Limited
S7AW	Cosco Corp Bp Ecw140702
S7BW	Dbs Bp Ecw131002
S7CW	Uob Bp Epw131002a
S7HW	Sti 3400 Mb Epw131231
S7OU	Asian Pay Television Trust
S7P	Soilbuild Construction Grp Ltd
S7QW	Noble Group Mb Ecw140102
S85	Straco Corporation Limited
S91	Chinavision Media Grp Limited
S9B	Tee Land Limited
S9CW	Uob Bp Ecw131002
S9DW	Kepcorp Bp Ecw131002
S9EW	Noble Group Bp Ecw140402
S9GW	Sti 3250 Mb Ecw131231
S9JW	Cosco Corp Mb Ecw140303
S9KW	Nol Mb Ecw140303
S9LW	Uob Mb Ecw131001
S9MW	Yangzijiang Mb Ecw140303
S9NW	Noble Group Mb Epw140303
S9OW	Singapore Exchangembepw131202
S9PW	Sti 3200 Bp Ecw130829
S9QW	Sti 3300 Bp Epw130829
S9TW	Nikkei225 14000 Mb Ecw130913
S9UW	Nikkei225 12500 Mb Ecw130913
S9VW	Nikkei225 15500 Mb Ecw130913
S9WW	Nikkei225 15000 Mb Epw130913
S9XW	Nikkei225 13500 Mb Epw130913
S9YW	Nikkei225 10500 Mb Epw130913
S9ZW	Nikkei225 12000 Mb Epw130913
SA0W	Hsi 21200 Mb Ecw130829
SA1W	Hsi 21800 Mb Ecw130829
SA2W	Hsi 20400 Mb Ecw130829
SA3W	Hsi 21000 Mb Epw130829
SA4W	Hsi 21600 Mb Epw130829
SA5W	Hsi 20200 Mb Epw130829
SA6W	Hsi 21400 Ub Ecw130829
SA7W	Hsi 22000 Ub Ecw130829
SA8W	Hsi 22800 Ub Ecw130829
SA9W	Hsi 20800 Ub Epw130829
SB0W	Hsi 21400 Ub Epw130829
SB3W	Uob Mb Ecw131101
SB4W	Ezra Mb Ecw140303
SB5W	Dbs Mb Ecw131101
SB9	Global Investments Limited 200
SC0W	Yanlord Bp Ecw140103
SF7W	Hsi 19400 Mb Epw130829
SF8W	Ocbc Bk Mb Ecw140102
SF9W	Sti 3100 Mb Ecw131231
SG0W	Ftsechinaa50 6800 Mbecw131230
SG1W	Ftsechinaa50 6200 Mbepw131230
SG2W	Ezion Mb Ecw140303
SG3W	Dbs Mb Epw131101
SG4W	Sembcorp Marine Mb Ecw140303
SG5W	Uob Mb Ecw131104
SG6W	Uob Mb Epw131101
SG7W	Yanlord Mb Ecw140303
SG8W	Sti 3080 Bp Epw130927
SG9W	Ocbc Bk Bp Ecw140103
SH0W	Dbs Bp Ecw140103
SH1W	Capitaland Bp Ecw140103a
SH2W	Sti 3100 Bp Ecw130927
SH3W	Acma Ltd W160707
SH4W	Dbs Mb Ecw131105
SH5W	Capitamallsasiambecw140303
SH6W	Biosensors Mb Ecw140303
SH7W	Ascendas Reit Mb Ecw140303
SH8	Dbxt Iboxx Indonesia Etf 10
SH9W	Kepcorp Mb Epw131101
SI0W	Kepcorp Mb Epw131104
SI1W	Kepcorp Mb Ecw131101
SI2W	Dbs Mb Epw131104
SI3W	Wilmar Mbepw140203
SI4W	Wilmar Mb Ecw140203
SI5W	Vard Holdings Mb Ecw140203
SI6W	Uob Mb Epw131105
SI7W	Genting Sin Mb Ecw140203
SJ0W	Chinalife Ub Ecw140324
SJ1W	Hsi 20600 Ub Ecw130927
SJ2W	Hsi 22400 Ub Ecw130927
SJ3W	Hsi 20000 Ub Epw130927
SJ4	Oceanus Group Limited 20
SJ5W	Hsi 20400 Mb Ecw130927
SJ6W	Hsi 20200 Mb Epw130927
SJ7W	Singapore Press Mbecw140401
SK0W	Olam Bp Ecw140402
SK3	Krisenergy Ltd.
SK6U	Sph Reit
SK7	Oue Hospitality Trust
SK8W	Sph Reit Mbecw131202
SK9W	Sph Reit Mbecw140303
SL1	Biosensors Int'l Group.es.1308
SL3	Capitaland Limited.es.1308
SL4	Comfortdelgro Corporat.es.1308
SL6	Dbs Group Holdings Ltd.es.1308
SL8	Fraser And Neave,.es.1308
SL9	Genting Sp.es.1308
SM0	Golden Agri-resources.es.1308
SM2	Indofood Agri Res.es.1308
SM3	Keppel Corporation.es.1308
SM5	Midas Hldgs.es.1308
SM7	Neptune Orient Lines.es.1308
SM8	Noble Group Limited.es.1308
SM9	Oversea-chinesebanking.es.1308
SN1	Singapore Exchange.es.1308
SN2	Singapore Airlinesltd.es.1308
SN3	Singaporepresshldgsltd.es.1308
SN4	Singaporetechengineeri.es.1308
SN6	Sembcorp Marine Ltd.es.1308
SN7	Singtel.es.1308
SN8	Sound Global Ltd.es.1308
SO1	United Overseasbankltd.es.1308
SO2	Wilmar International.es.1308
SO4	Yanlord Land Group.es.1308
SO5W	Oue Ht Mbecw140303
SO7	Yangzijiang Shipbldg Hldgs Rmb
SO8W	Hsi 21400 Mb Epw130927
SO9W	Hsi 22000 Mb Epw130927
SP0W	Hsi 21600 Mb Ecw130927
SP1W	Hsi 22200 Mb Ecw130927
SP2W	Capitaland Mb Ecw140303
SP4W	Capitaland Mb Ecw131202a
SP5W	Uob Mb Ecw131202
SP7W	Kepcorp Mb Ecw131203
SP8W	Dbs Mb Ecw131203
SQ0W	Starhub Mb Ecw140303
SQ1W	St Engg Mb Ecw140303
SQ3W	Comfortdelgro Mb Ecw140303
SQ4W	China Minzhong Mb Ecw140401
SQ9W	Uob Mb Epw131204
SR0W	Capitaland Mb Ecw150102
SR1W	Capitamallsasiambecw150102
SR2W	Globallogisticpropmbecw150102
SR3W	Yanlord Mb Ecw150102
SR4W	Hscei 9600 Bp Epw131230
SR5W	Hscei 9700 Bp Ecw131230
SR6W	Hsi 21600 Bp Epw130927
SR7W	Hsi 22200 Bp Ecw130927
SR8W	Cosco Corp Mb Ecw150102
SR9W	Ezion Mb Ecw150102
SS3W	Vard Holdings Mb Ecw150102
SS4W	Nikkei225 11000 Mb Epw131213
SS5W	Nikkei225 14000 Mb Epw131213
SS6W	Nikkei225 15500 Mb Epw131213
SS7W	Nikkei225 16500 Mb Ecw131213
SS8W	Nikkei225 15000 Mb Ecw131213
SS9W	Nikkei225 13500 Mb Ecw131213
ST1W	Nikkei225 12500 Mb Epw131213
ST2W	Hsi 22600 Mb Epw131030
ST3W	Hsi 22000 Mb Ecw131030
ST4W	Hsi 22800 Mb Ecw131030
ST5W	Hsi 21800 Mb Epw131030
ST6W	Dbs Mb Epw140102
ST8W	Biosensors Mb Ecw150102
ST9W	Dbs Mb Ecw140203
SU0W	Nol Mb Ecw150102
SU3W	Hsi 23200 Ub Ecw131030
SU4W	Hsi 21000 Ub Epw131030
SU5W	Hsi 22000 Ub Epw131030
SU6W	Sands China Ub Ecw131231
SU7W	Wilmar Mb Ecw150102
SU8W	Olam Mb Ecw150102
SU9W	Noble Group Mb Ecw150102
SV0W	Indofood Agri Mb Ecw150102
SV1W	Hsi 21200 Mb Epw131030
SV2W	Hsi 21400 Mb Ecw131030
SV3U	Soilbuild Business Space Reit
SV4R	United Engineers Ltd Ord R
SV5W	Heeton Holdings Limitedw150903
SV6R	Pacific Healthcare Hldgs R
SV7R	Pacific Healthcare Hldgs R250
SW5	Ascendas Reit.es.1309
SW6	Biosensors Int'l Group.es.1309
SW8	Capitaland Limited.es.1309
SW9	Comfortdelgro Corporat.es.1309
SX0	Cosco Corporation (s).es.1309
SX1	Dbs Group Holdings Ltd.es.1309
SX3	Fraser And Neave,.es.1309
SX4	Genting Sp.es.1309
SX5	Golden Agri-resources.es.1309
SX6	Indofood Agri Res.es.1309
SX7	Keppel Corporation.es.1309
SX9	Midas Hldgs.es.1309
SY1	Neptune Orient Lines.es.1309
SY3	Oversea-chinesebanking.es.1309
SY7	Singaporetechengineeri.es.1309
SZ0	Sembcorp Marine Ltd.es.1309
SZ1	Singtel.es.1309
SZ3	United Overseasbankltd.es.1309
SZ4	Wilmar International.es.1309
SZ6	Yanlord Land Group.es.1309
SZ8W	Sti 3050 Mb Ecw140228
SZ9W	Sti 3150 Mb Epw140228
T03	Tat Hong Holdings Ltd
T04	Thakral Corporation Ltd
T06	Tiong Woon Corp Holding Ltd
T08	Tye Soon Ltd
T09	Tt International Limited
T0BW	Noble Group Mb Ecw140401
T0DW	Capitaland Mb Ecw140401
T0EW	Ocbc Bk Mb Ecw140203
T0GW	Dbs Mb Ecw140102
T0NW	Uob Mb Ecw140103
T0PW	Kepcorp Mb Ecw140204
T0RW	Kepcorp Mb Epw140204
T0UW	Singapore Exchangembecw140402
T0VW	Singapore Exchangembecw140401
T0WW	Sembcorp Marine Mb Ecw140401
T0Z	Heeton Holdings Limited 1
T12	Tat Seng Packaging Group Ltd
T13	Rh Petrogas Limited
T14	Tianjin Zhong Xin Pharm Group
T15	Tan Chong Int'l Ltd
T16	China Dairy Group Ltd
T18	Tpv Technology Limited
T19	Transview Holdings Limited
T1CW	Ezion Mb Ecw140401
T1GW	Heeton Holdings Ltd W150903 1
T1MW	Sti 3100 Bp Ecw131030
T20	Scintronix Corporation Ltd.
T24	Tuan Sing Holdings Limited
T26	Tsit Wing Intl Holdings Ltd
T28	Teledata (singapore) Ltd
T35	Sunningdale Tech Ltd
T39	Singapore Press Hldgs Ltd
T41	Telechoice International Ltd
T42	China Auto Electronics Grp Ltd
T43	Techcomp (holdings) Limited
T55	Transpac Industrial Hldgs Ltd
T57	Shanghai Asia Holdings Limited
T77	Southern Packaging Group Ltd
T82U	Suntec Real Estate Inv Trust
U01	United Food Holdings Limited
U04	United Engineers Ltd Ord
U05	United Engineers 7.5% Cum Pref
U06	United Industrial Corp Ltd
U07	United Intl Securities Ltd
U09	Upp Holdings Limited
U10	Uob-kay Hian Holdings Limited
U11	United Overseas Bank Ltd
U13	United Overseas Insurance Ltd
U14	Uol Group Limited
U18	Unified Communications Hldgltd
U19	United Envirotech Ltd
U77	Sarin Technologies Ltd
U96	Sembcorp Industries Ltd
V01	Vicom Ltd
V03	Venture Corporation Limited
V69	Union Steel Holdings Limited
W01	Wbl Corporation Limited
W05	Wing Tai Hldgs Ltd
W12	Willas-array Elec (hldgs) Ltd
W81	Sky China Petroleum Svcs Ltd.
X04	Sp Ausnet
X06	Sinopipe Holdings Limited
X27	Shanghai Turbo Enterprises Ltd
X64	Star Pharmaceutical Limited
Y02	Yongnam Holdings Limited
Y03	Yeo Hiap Seng Ltd
Y06	Youcan Foods International Ltd
Y07	Global Yellow Pages Limited
Y08	Yhi International Limited
Y34	Sunshine Holdings Limited
Y35	Sun East Group Limited
Y45	Singapore Windsor Holdings Ltd
Y92	Thai Beverage Public Co Ltd
Z01	Zagro Asia Limited
Z02	China Powerplus Limited
Z25	Yanlord Land Group Limited
Z59	Yoma Strategic Holdings Ltd
Z74	Singtel
Z75	Synear Food Holdings Limited
Z77	Singtel 10
Z78	Singtel 100
